year,Tm,Attendance,Attend/G,W,L
2005,Chicago Cubs,"3,100,092","38,751",79.0,83.0
2005,Oakland Athletics,"2,108,818","26,035",88.0,74.0
2005,Philadelphia Phillies,"2,665,291","33,316",88.0,74.0
2005,Boston Red Sox,"2,847,798","35,158",95.0,67.0
2005,Cincinnati Reds,"1,943,166","23,990",73.0,89.0
2005,Los Angeles Dodgers,"3,603,680","44,490",71.0,91.0
2005,Kansas City Royals,"1,371,181","17,357",56.0,106.0
2005,Minnesota Twins,"2,034,243","25,114",83.0,79.0
2005,New York Mets,"2,829,930","35,374",83.0,79.0
2005,New York Yankees,"4,090,440","50,499",95.0,67.0
2005,Milwaukee Brewers,"2,211,023","27,297",81.0,81.0
2005,Arizona Diamondbacks,"2,059,331","25,424",77.0,85.0
2005,Atlanta Braves,"2,521,534","31,519",90.0,72.0
2005,San Francisco Giants,"3,181,020","39,272",75.0,87.0
2005,Chicago White Sox,"2,342,834","28,924",99.0,63.0
2005,Pittsburgh Pirates,"1,817,245","23,003",67.0,95.0
2005,Cleveland Indians,"2,014,220","24,867",93.0,69.0
2005,Florida Marlins,"1,852,602","22,872",83.0,79.0
2005,Detroit Tigers,"2,024,505","25,306",71.0,91.0
2005,Houston Astros,"2,804,760","34,627",89.0,73.0
2005,Baltimore Orioles,"2,624,804","32,405",74.0,88.0
2005,Colorado Rockies,"1,914,389","23,930",67.0,95.0
2005,Washington Nationals,"2,730,352","33,708",81.0,81.0
2005,Los Angeles Angels of Anaheim,"3,404,636","42,033",95.0,67.0
2005,Toronto Blue Jays,"2,014,995","24,876",80.0,82.0
2005,St. Louis Cardinals,"3,542,271","43,732",100.0,62.0
2005,Seattle Mariners,"2,724,859","33,640",69.0,93.0
2005,Tampa Bay Devil Rays,"1,141,915","14,098",67.0,95.0
2005,Texas Rangers,"2,525,259","31,566",79.0,83.0
2006,Oakland Athletics,"1,976,625","24,403",93.0,69.0
2006,New York Yankees,"4,247,980","52,444",97.0,65.0
2006,Philadelphia Phillies,"2,701,815","34,200",85.0,77.0
2006,Kansas City Royals,"1,372,684","17,159",62.0,100.0
2006,Los Angeles Dodgers,"3,758,421","46,400",88.0,74.0
2006,Milwaukee Brewers,"2,335,643","28,835",75.0,87.0
2006,Detroit Tigers,"2,595,937","32,049",95.0,67.0
2006,Houston Astros,"3,022,763","37,318",82.0,80.0
2006,Pittsburgh Pirates,"1,861,549","23,269",67.0,95.0
2006,San Diego Padres,"2,659,732","32,836",88.0,74.0
2006,Seattle Mariners,"2,480,717","30,626",78.0,84.0
2006,San Francisco Giants,"3,130,304","38,646",76.0,85.0
2006,St. Louis Cardinals,"3,407,104","42,589",83.0,78.0
2006,Cleveland Indians,"1,998,070","24,668",78.0,84.0
2006,Chicago White Sox,"2,957,414","36,511",90.0,72.0
2006,Chicago Cubs,"3,123,215","39,040",66.0,96.0
2006,Cincinnati Reds,"2,134,472","26,352",80.0,82.0
2006,Colorado Rockies,"2,104,560","25,982",76.0,86.0
2006,Florida Marlins,"1,165,120","14,384",78.0,84.0
2006,Minnesota Twins,"2,285,018","28,210",96.0,66.0
2006,New York Mets,"3,372,045","43,231",97.0,65.0
2006,Washington Nationals,"2,153,080","26,581",71.0,91.0
2006,Toronto Blue Jays,"2,302,182","28,422",87.0,75.0
2006,Los Angeles Angels,"3,406,790","42,059",,
2006,Atlanta Braves,"2,549,524","31,869",79.0,83.0
2006,Arizona Diamondbacks,"2,091,005","25,815",76.0,86.0
2006,Boston Red Sox,"2,930,768","36,182",86.0,76.0
2006,Baltimore Orioles,"2,153,150","26,582",70.0,92.0
2006,Tampa Bay Devil Rays,"1,369,031","16,902",61.0,101.0
2006,Texas Rangers,"2,388,757","29,491",80.0,82.0
2007,Arizona Diamondbacks,"2,316,507","28,599",90.0,72.0
2007,Atlanta Braves,"2,745,303","33,893",84.0,78.0
2007,Baltimore Orioles,"2,172,487","27,156",69.0,93.0
2007,Boston Red Sox,"2,970,755","36,676",96.0,66.0
2007,Chicago Cubs,"3,252,462","40,154",85.0,77.0
2007,Chicago White Sox,"2,684,395","33,141",72.0,90.0
2007,Cincinnati Reds,"2,058,593","25,415",72.0,90.0
2007,Cleveland Indians,"2,275,911","28,449",96.0,66.0
2007,St. Louis Cardinals,"3,552,180","43,854",78.0,84.0
2007,Tampa Bay Devil Rays,"1,389,106","17,149",66.0,96.0
2007,Texas Rangers,"2,353,862","29,796",75.0,87.0
2007,Toronto Blue Jays,"2,360,648","29,144",83.0,79.0
2007,Washington Nationals,"1,961,579","24,217",73.0,89.0
2007,Los Angeles Angels,"3,365,632","41,551",,
2007,Detroit Tigers,"3,047,124","37,619",88.0,74.0
2007,Colorado Rockies,"2,376,250","28,979",90.0,73.0
2007,Seattle Mariners,"2,672,409","32,993",88.0,74.0
2007,San Francisco Giants,"3,223,202","39,793",71.0,91.0
2007,San Diego Padres,"2,790,074","34,445",89.0,74.0
2007,Pittsburgh Pirates,"1,749,142","22,141",68.0,94.0
2007,Philadelphia Phillies,"3,108,330","38,374",89.0,73.0
2007,Oakland Athletics,"1,921,844","23,726",76.0,86.0
2007,New York Yankees,"4,271,867","52,739",94.0,68.0
2007,New York Mets,"3,853,955","47,580",88.0,74.0
2007,Minnesota Twins,"2,296,383","28,350",79.0,83.0
2007,Milwaukee Brewers,"2,869,144","35,422",83.0,79.0
2007,Los Angeles Dodgers,"3,856,753","47,614",82.0,80.0
2007,Kansas City Royals,"1,616,867","19,961",69.0,93.0
2007,Houston Astros,"3,020,405","37,289",73.0,89.0
2007,Florida Marlins,"1,370,511","16,920",71.0,91.0
2008,Arizona Diamondbacks,"2,509,924","30,987",82.0,80.0
2008,Atlanta Braves,"2,532,834","31,270",72.0,90.0
2008,Oakland Athletics,"1,665,262","20,559",75.0,86.0
2008,Philadelphia Phillies,"3,422,583","42,254",92.0,70.0
2008,Pittsburgh Pirates,"1,609,076","20,113",67.0,95.0
2008,San Diego Padres,"2,427,535","29,970",63.0,99.0
2008,San Francisco Giants,"2,863,837","35,356",72.0,90.0
2008,Seattle Mariners,"2,329,702","28,762",61.0,101.0
2008,St. Louis Cardinals,"3,430,403","42,351",86.0,76.0
2008,Tampa Bay Rays,"1,811,986","22,370",97.0,65.0
2008,Texas Rangers,"1,945,677","24,321",79.0,83.0
2008,Toronto Blue Jays,"2,399,786","29,627",86.0,76.0
2008,Washington Nationals,"2,320,400","29,005",59.0,102.0
2008,Los Angeles Angels,"3,336,747","41,194",,
2008,Milwaukee Brewers,"3,068,908","37,888",90.0,72.0
2008,Minnesota Twins,"2,302,431","28,425",88.0,75.0
2008,New York Mets,"4,042,047","51,165",89.0,73.0
2008,New York Yankees,"4,298,655","53,070",89.0,73.0
2008,Baltimore Orioles,"1,950,075","25,001",68.0,93.0
2008,Boston Red Sox,"3,048,250","37,633",95.0,67.0
2008,Chicago Cubs,"3,299,840","40,739",97.0,64.0
2008,Chicago White Sox,"2,501,103","30,878",89.0,74.0
2008,Cincinnati Reds,"2,058,632","25,415",74.0,88.0
2008,Cleveland Indians,"2,169,760","27,122",81.0,81.0
2008,Colorado Rockies,"2,650,218","33,128",74.0,88.0
2008,Detroit Tigers,"3,202,654","39,539",74.0,88.0
2008,Florida Marlins,"1,335,076","16,688",84.0,77.0
2008,Houston Astros,"2,779,487","34,744",86.0,75.0
2008,Kansas City Royals,"1,578,922","19,986",75.0,87.0
2008,Los Angeles Dodgers,"3,730,553","46,056",84.0,78.0
2009,Arizona Diamondbacks,"2,129,183","26,286",70.0,92.0
2009,Atlanta Braves,"2,373,631","29,304",86.0,76.0
2009,Baltimore Orioles,"1,907,163","23,545",64.0,98.0
2009,Boston Red Sox,"3,062,699","37,811",95.0,67.0
2009,Pittsburgh Pirates,"1,577,853","19,480",62.0,99.0
2009,San Diego Padres,"1,922,603","23,736",75.0,87.0
2009,San Francisco Giants,"2,861,111","35,322",88.0,74.0
2009,Seattle Mariners,"2,195,128","27,100",85.0,77.0
2009,St. Louis Cardinals,"3,343,252","41,275",91.0,71.0
2009,Tampa Bay Rays,"1,874,962","23,148",84.0,78.0
2009,Texas Rangers,"2,156,016","27,641",87.0,75.0
2009,Toronto Blue Jays,"1,876,129","23,162",75.0,87.0
2009,Washington Nationals,"1,817,280","22,716",59.0,103.0
2009,Los Angeles Angels,"3,240,386","40,005",,
2009,Milwaukee Brewers,"3,037,451","37,499",80.0,82.0
2009,Minnesota Twins,"2,416,237","29,466",87.0,76.0
2009,New York Mets,"3,154,270","38,942",70.0,92.0
2009,New York Yankees,"3,719,358","45,918",103.0,59.0
2009,Oakland Athletics,"1,408,783","17,392",75.0,87.0
2009,Philadelphia Phillies,"3,600,693","44,453",93.0,69.0
2009,Chicago Cubs,"3,168,859","39,611",83.0,78.0
2009,Chicago White Sox,"2,284,163","28,552",79.0,83.0
2009,Cincinnati Reds,"1,747,919","21,579",78.0,84.0
2009,Cleveland Indians,"1,766,242","22,357",65.0,97.0
2009,Colorado Rockies,"2,665,080","32,902",92.0,70.0
2009,Detroit Tigers,"2,567,192","31,694",86.0,77.0
2009,Florida Marlins,"1,464,109","18,771",87.0,75.0
2009,Houston Astros,"2,521,081","31,124",74.0,88.0
2009,Kansas City Royals,"1,799,686","22,496",65.0,97.0
2009,Los Angeles Dodgers,"3,761,669","46,440",95.0,67.0
2010,Arizona Diamondbacks,"2,057,224","25,398",65.0,97.0
2010,Atlanta Braves,"2,510,121","30,989",91.0,71.0
2010,Baltimore Orioles,"1,733,019","21,663",66.0,96.0
2010,Boston Red Sox,"3,046,445","37,610",89.0,73.0
2010,Chicago Cubs,"3,062,973","37,814",75.0,87.0
2010,Chicago White Sox,"2,194,378","27,091",88.0,74.0
2010,San Francisco Giants,"3,037,267","37,497",92.0,70.0
2010,Seattle Mariners,"2,085,168","25,743",61.0,101.0
2010,St. Louis Cardinals,"3,301,218","40,756",86.0,76.0
2010,Tampa Bay Rays,"1,865,002","23,025",96.0,66.0
2010,Texas Rangers,"2,505,171","30,928",90.0,72.0
2010,Toronto Blue Jays,"1,625,555","20,069",85.0,77.0
2010,Washington Nationals,"1,828,065","22,569",69.0,93.0
2010,Los Angeles Angels,"3,250,754","40,133",,
2010,Milwaukee Brewers,"2,776,531","34,278",77.0,85.0
2010,Minnesota Twins,"3,223,640","39,798",94.0,68.0
2010,New York Mets,"2,573,077","32,571",79.0,83.0
2010,New York Yankees,"3,765,807","46,491",95.0,67.0
2010,Oakland Athletics,"1,418,391","17,511",81.0,81.0
2010,Philadelphia Phillies,"3,647,249","45,028",97.0,65.0
2010,Pittsburgh Pirates,"1,613,399","19,919",57.0,105.0
2010,San Diego Padres,"2,131,774","26,318",90.0,72.0
2010,Cincinnati Reds,"2,060,550","25,439",91.0,71.0
2010,Cleveland Indians,"1,391,644","17,396",69.0,93.0
2010,Colorado Rockies,"2,875,245","35,941",83.0,79.0
2010,Detroit Tigers,"2,461,237","30,386",81.0,81.0
2010,Florida Marlins,"1,524,894","18,826",80.0,82.0
2010,Houston Astros,"2,331,490","28,784",76.0,86.0
2010,Kansas City Royals,"1,615,326","20,192",67.0,95.0
2010,Los Angeles Dodgers,"3,562,318","43,979",80.0,82.0
2011,Arizona Diamondbacks,"2,105,432","25,993",94.0,68.0
2011,Atlanta Braves,"2,372,940","30,037",89.0,73.0
2011,Baltimore Orioles,"1,755,461","21,943",69.0,93.0
2011,Boston Red Sox,"3,054,001","37,704",90.0,72.0
2011,Chicago Cubs,"3,017,966","37,259",71.0,91.0
2011,Chicago White Sox,"2,001,117","24,705",79.0,83.0
2011,Cincinnati Reds,"2,213,588","27,328",79.0,83.0
2011,Cleveland Indians,"1,840,835","22,726",80.0,82.0
2011,Seattle Mariners,"1,896,321","23,411",67.0,95.0
2011,San Francisco Giants,"3,387,303","41,819",86.0,76.0
2011,San Diego Padres,"2,143,018","26,457",71.0,91.0
2011,Pittsburgh Pirates,"1,940,429","24,255",72.0,90.0
2011,Philadelphia Phillies,"3,680,718","45,441",102.0,60.0
2011,Oakland Athletics,"1,476,791","18,460",74.0,88.0
2011,New York Yankees,"3,653,680","45,107",97.0,65.0
2011,New York Mets,"2,352,596","30,161",77.0,85.0
2011,Minnesota Twins,"3,168,116","39,113",63.0,99.0
2011,Milwaukee Brewers,"3,071,373","37,918",96.0,66.0
2011,Los Angeles Dodgers,"2,935,139","36,236",82.0,79.0
2011,Kansas City Royals,"1,724,450","21,290",71.0,91.0
2011,Houston Astros,"2,067,016","25,519",56.0,106.0
2011,Florida Marlins,"1,520,562","19,007",72.0,90.0
2011,Detroit Tigers,"2,642,045","32,618",95.0,67.0
2011,Colorado Rockies,"2,909,777","35,923",73.0,89.0
2011,St. Louis Cardinals,"3,093,954","38,197",90.0,72.0
2011,Tampa Bay Rays,"1,529,188","18,879",91.0,71.0
2011,Texas Rangers,"2,946,949","36,382",96.0,66.0
2011,Toronto Blue Jays,"1,818,103","22,446",81.0,81.0
2011,Washington Nationals,"1,940,478","24,878",80.0,81.0
2011,Los Angeles Angels,"3,166,321","39,090",,
2012,Arizona Diamondbacks,"2,177,617","26,884",81.0,81.0
2012,Atlanta Braves,"2,420,171","29,879",94.0,68.0
2012,Baltimore Orioles,"2,102,240","26,611",93.0,69.0
2012,Boston Red Sox,"3,043,003","37,568",69.0,93.0
2012,Chicago Cubs,"2,882,756","35,590",61.0,101.0
2012,Chicago White Sox,"1,965,955","24,271",85.0,77.0
2012,Cincinnati Reds,"2,347,251","28,978",97.0,65.0
2012,Cleveland Indians,"1,603,596","19,797",68.0,94.0
2012,Colorado Rockies,"2,630,458","32,475",64.0,98.0
2012,Detroit Tigers,"3,028,033","37,383",88.0,74.0
2012,Toronto Blue Jays,"2,099,663","25,922",73.0,89.0
2012,Washington Nationals,"2,370,794","30,010",98.0,64.0
2012,Miami Marlins,"2,219,444","27,401",69.0,93.0
2012,Los Angeles Angels,"3,061,770","37,800",,
2012,Minnesota Twins,"2,776,354","34,276",66.0,96.0
2012,New York Mets,"2,242,803","28,035",74.0,88.0
2012,New York Yankees,"3,542,406","43,733",95.0,67.0
2012,Oakland Athletics,"1,679,013","20,729",94.0,68.0
2012,Philadelphia Phillies,"3,565,718","44,021",81.0,81.0
2012,Pittsburgh Pirates,"2,091,918","26,149",79.0,83.0
2012,San Diego Padres,"2,123,721","26,219",76.0,86.0
2012,San Francisco Giants,"3,377,371","41,696",94.0,68.0
2012,Seattle Mariners,"1,721,920","21,258",75.0,87.0
2012,St. Louis Cardinals,"3,262,109","40,273",88.0,74.0
2012,Tampa Bay Rays,"1,559,681","19,255",90.0,72.0
2012,Texas Rangers,"3,460,280","42,720",93.0,69.0
2012,Houston Astros,"1,607,733","19,849",55.0,107.0
2012,Kansas City Royals,"1,739,859","21,748",72.0,90.0
2012,Los Angeles Dodgers,"3,324,246","41,040",86.0,76.0
2012,Milwaukee Brewers,"2,831,385","34,955",83.0,79.0
2013,Arizona Diamondbacks,"2,134,895","26,357",81.0,81.0
2013,Atlanta Braves,"2,548,679","31,465",96.0,66.0
2013,Baltimore Orioles,"2,357,561","29,106",85.0,77.0
2013,Boston Red Sox,"2,833,333","34,979",97.0,65.0
2013,Chicago Cubs,"2,642,682","32,626",66.0,96.0
2013,Chicago White Sox,"1,768,413","22,105",63.0,99.0
2013,Cincinnati Reds,"2,534,411","31,289",90.0,72.0
2013,Cleveland Indians,"1,572,926","19,662",92.0,70.0
2013,Colorado Rockies,"2,793,828","34,492",74.0,88.0
2013,Detroit Tigers,"3,083,397","38,067",93.0,69.0
2013,Houston Astros,"1,651,883","20,394",51.0,111.0
2013,Kansas City Royals,"1,750,754","21,614",86.0,76.0
2013,Washington Nationals,"2,652,422","32,746",86.0,76.0
2013,Toronto Blue Jays,"2,536,562","31,316",74.0,88.0
2013,Texas Rangers,"3,178,273","38,759",91.0,72.0
2013,Tampa Bay Rays,"1,510,300","18,646",92.0,71.0
2013,St. Louis Cardinals,"3,369,769","41,602",97.0,65.0
2013,Seattle Mariners,"1,761,546","21,747",71.0,91.0
2013,San Francisco Giants,"3,326,796","41,585",76.0,86.0
2013,San Diego Padres,"2,166,691","26,749",76.0,86.0
2013,Pittsburgh Pirates,"2,256,862","28,211",94.0,68.0
2013,Philadelphia Phillies,"3,012,403","37,190",73.0,89.0
2013,Oakland Athletics,"1,809,302","22,337",96.0,66.0
2013,New York Yankees,"3,279,589","40,489",85.0,77.0
2013,New York Mets,"2,135,657","26,696",74.0,88.0
2013,Minnesota Twins,"2,477,644","30,588",66.0,96.0
2013,Milwaukee Brewers,"2,531,105","31,248",74.0,88.0
2013,Los Angeles Dodgers,"3,743,527","46,216",92.0,70.0
2013,Miami Marlins,"1,586,322","19,584",62.0,100.0
2013,Los Angeles Angels,"3,019,505","37,278",,
2014,Arizona Diamondbacks,"2,073,730","25,602",64.0,98.0
2014,Atlanta Braves,"2,354,305","29,065",79.0,83.0
2014,Baltimore Orioles,"2,464,473","30,806",96.0,66.0
2014,Boston Red Sox,"2,956,089","36,495",71.0,91.0
2014,Chicago Cubs,"2,652,113","32,742",73.0,89.0
2014,Chicago White Sox,"1,650,821","20,896",73.0,89.0
2014,Cincinnati Reds,"2,476,664","30,576",76.0,86.0
2014,Cleveland Indians,"1,437,393","18,428",85.0,77.0
2014,Colorado Rockies,"2,680,329","33,090",66.0,96.0
2014,Detroit Tigers,"2,917,209","36,015",90.0,72.0
2014,Houston Astros,"1,751,829","21,628",70.0,92.0
2014,Kansas City Royals,"1,956,482","24,154",89.0,73.0
2014,Los Angeles Dodgers,"3,782,337","46,696",94.0,68.0
2014,Milwaukee Brewers,"2,797,384","34,536",82.0,80.0
2014,Los Angeles Angels,"3,095,935","38,221",,
2014,Miami Marlins,"1,732,283","21,386",77.0,85.0
2014,Washington Nationals,"2,579,389","31,844",96.0,66.0
2014,Toronto Blue Jays,"2,375,525","29,327",83.0,79.0
2014,Texas Rangers,"2,718,733","33,565",67.0,95.0
2014,Tampa Bay Rays,"1,446,464","17,858",77.0,85.0
2014,St. Louis Cardinals,"3,540,649","43,712",90.0,72.0
2014,Seattle Mariners,"2,064,334","25,486",87.0,75.0
2014,San Francisco Giants,"3,368,697","41,589",88.0,74.0
2014,San Diego Padres,"2,195,373","27,103",77.0,85.0
2014,Pittsburgh Pirates,"2,442,564","30,155",88.0,74.0
2014,Philadelphia Phillies,"2,423,852","29,924",73.0,89.0
2014,Oakland Athletics,"2,003,628","25,045",88.0,74.0
2014,New York Yankees,"3,401,624","42,520",84.0,78.0
2014,New York Mets,"2,148,808","26,860",79.0,83.0
2014,Minnesota Twins,"2,250,606","27,785",70.0,92.0
2015,Colorado Rockies,"2,506,789","31,335",68.0,94.0
2015,Detroit Tigers,"2,726,048","33,655",74.0,87.0
2015,Houston Astros,"2,153,585","26,587",86.0,76.0
2015,Kansas City Royals,"2,708,549","33,439",95.0,67.0
2015,Los Angeles Dodgers,"3,764,815","46,479",92.0,70.0
2015,Milwaukee Brewers,"2,542,558","31,390",68.0,94.0
2015,Minnesota Twins,"2,220,054","27,408",83.0,79.0
2015,New York Mets,"2,569,753","31,725",90.0,72.0
2015,New York Yankees,"3,193,795","39,922",87.0,75.0
2015,Oakland Athletics,"1,768,175","21,829",68.0,94.0
2015,Philadelphia Phillies,"1,831,080","23,475",63.0,99.0
2015,Pittsburgh Pirates,"2,498,596","30,847",98.0,64.0
2015,San Diego Padres,"2,459,752","30,367",74.0,88.0
2015,San Francisco Giants,"3,375,882","41,678",84.0,78.0
2015,Seattle Mariners,"2,193,581","27,081",76.0,86.0
2015,St. Louis Cardinals,"3,520,889","43,468",100.0,62.0
2015,Texas Rangers,"2,491,875","30,764",88.0,74.0
2015,Tampa Bay Rays,"1,247,668","15,403",80.0,82.0
2015,Miami Marlins,"1,752,235","21,633",71.0,91.0
2015,Los Angeles Angels,"3,012,765","37,195",,
2015,Toronto Blue Jays,"2,794,891","34,505",93.0,69.0
2015,Washington Nationals,"2,619,843","32,344",83.0,79.0
2015,Cincinnati Reds,"2,419,506","29,870",64.0,98.0
2015,Cleveland Indians,"1,388,905","17,806",81.0,80.0
2015,Arizona Diamondbacks,"2,080,145","25,681",79.0,83.0
2015,Atlanta Braves,"2,001,392","25,017",67.0,95.0
2015,Baltimore Orioles,"2,320,588","29,751",81.0,81.0
2015,Boston Red Sox,"2,880,694","35,564",78.0,84.0
2015,Chicago Cubs,"2,959,812","36,541",97.0,65.0
2015,Chicago White Sox,"1,755,810","21,948",76.0,86.0
2016,Arizona Diamondbacks,"2,036,216","25,138",69.0,93.0
2016,Atlanta Braves,"2,020,914","24,950",68.0,93.0
2016,Texas Rangers,"2,710,402","33,462",95.0,67.0
2016,Tampa Bay Rays,"1,286,163","15,879",68.0,94.0
2016,St. Louis Cardinals,"3,444,490","42,525",86.0,76.0
2016,Seattle Mariners,"2,267,928","27,999",86.0,76.0
2016,San Francisco Giants,"3,365,256","41,546",87.0,75.0
2016,San Diego Padres,"2,351,422","29,030",68.0,94.0
2016,Pittsburgh Pirates,"2,249,201","28,115",78.0,83.0
2016,Philadelphia Phillies,"1,915,144","23,644",71.0,91.0
2016,Oakland Athletics,"1,521,506","18,784",69.0,93.0
2016,New York Yankees,"3,063,405","37,820",84.0,78.0
2016,New York Mets,"2,789,602","34,870",87.0,75.0
2016,Minnesota Twins,"1,963,912","24,246",59.0,103.0
2016,Milwaukee Brewers,"2,315,244","28,583",73.0,89.0
2016,Los Angeles Dodgers,"3,703,312","45,720",91.0,71.0
2016,Kansas City Royals,"2,557,712","31,577",81.0,81.0
2016,Houston Astros,"2,306,623","28,477",84.0,78.0
2016,Colorado Rockies,"2,602,524","32,130",75.0,87.0
2016,Detroit Tigers,"2,493,859","31,173",86.0,75.0
2016,Cleveland Indians,"1,591,667","19,650",94.0,67.0
2016,Cincinnati Reds,"1,894,085","23,384",68.0,94.0
2016,Toronto Blue Jays,"3,392,099","41,878",89.0,73.0
2016,Washington Nationals,"2,481,938","30,641",95.0,67.0
2016,Miami Marlins,"1,712,417","21,405",79.0,82.0
2016,Los Angeles Angels,"3,016,142","37,236",74.0,88.0
2016,Chicago White Sox,"1,746,293","21,829",78.0,84.0
2016,Chicago Cubs,"3,232,420","39,906",103.0,58.0
2016,Boston Red Sox,"2,955,434","36,487",93.0,69.0
2016,Baltimore Orioles,"2,172,344","26,819",89.0,73.0
2017,Colorado Rockies,"2,953,650","36,465",87.0,75.0
2017,Detroit Tigers,"2,321,599","28,662",64.0,98.0
2017,Houston Astros,"2,403,671","29,675",101.0,61.0
2017,Kansas City Royals,"2,220,370","27,755",80.0,82.0
2017,Los Angeles Dodgers,"3,765,856","46,492",104.0,58.0
2017,Milwaukee Brewers,"2,558,722","31,589",86.0,76.0
2017,Minnesota Twins,"2,051,279","25,641",85.0,77.0
2017,New York Mets,"2,460,622","30,758",70.0,92.0
2017,New York Yankees,"3,154,938","39,936",91.0,71.0
2017,Oakland Athletics,"1,475,721","18,447",75.0,87.0
2017,Philadelphia Phillies,"1,905,354","24,118",66.0,96.0
2017,Pittsburgh Pirates,"1,919,447","23,697",75.0,87.0
2017,Miami Marlins,"1,651,997","20,395",77.0,85.0
2017,Los Angeles Angels,"3,019,585","37,279",80.0,82.0
2017,Cincinnati Reds,"1,836,917","22,678",68.0,94.0
2017,Cleveland Indians,"2,048,138","25,286",102.0,60.0
2017,Arizona Diamondbacks,"2,134,375","26,350",93.0,69.0
2017,Atlanta Braves,"2,505,252","30,929",72.0,90.0
2017,Baltimore Orioles,"2,028,424","25,042",75.0,87.0
2017,Boston Red Sox,"2,917,678","36,021",93.0,69.0
2017,Washington Nationals,"2,524,980","31,173",97.0,65.0
2017,Toronto Blue Jays,"3,203,886","39,554",76.0,86.0
2017,Texas Rangers,"2,507,760","30,960",78.0,84.0
2017,Tampa Bay Rays,"1,253,619","15,670",80.0,82.0
2017,St. Louis Cardinals,"3,448,337","42,572",83.0,79.0
2017,Seattle Mariners,"2,135,445","26,364",78.0,84.0
2017,San Francisco Giants,"3,303,652","40,786",64.0,98.0
2017,San Diego Padres,"2,138,491","26,401",71.0,91.0
2017,Chicago Cubs,"3,199,562","39,501",92.0,70.0
2017,Chicago White Sox,"1,629,470","20,626",67.0,95.0
2018,Tampa Bay Rays,"1,154,973","14,259",90.0,72.0
2018,Texas Rangers,"2,107,107","26,014",67.0,95.0
2018,Toronto Blue Jays,"2,325,281","29,066",73.0,89.0
2018,Washington Nationals,"2,529,604","31,620",82.0,80.0
2018,Miami Marlins,"811,104","10,014",63.0,98.0
2018,Los Angeles Angels,"3,020,216","37,287",80.0,82.0
2018,Minnesota Twins,"1,959,197","24,490",78.0,84.0
2018,New York Mets,"2,224,995","28,164",77.0,85.0
2018,New York Yankees,"3,482,855","42,998",100.0,62.0
2018,Oakland Athletics,"1,573,616","19,427",97.0,65.0
2018,Philadelphia Phillies,"2,158,124","27,318",80.0,82.0
2018,Pittsburgh Pirates,"1,465,316","18,786",82.0,79.0
2018,San Diego Padres,"2,168,536","26,772",66.0,96.0
2018,San Francisco Giants,"3,156,185","38,965",73.0,89.0
2018,Seattle Mariners,"2,299,489","28,389",89.0,73.0
2018,St. Louis Cardinals,"3,403,587","42,020",88.0,74.0
2018,Milwaukee Brewers,"2,850,875","35,196",96.0,67.0
2018,Los Angeles Dodgers,"3,857,500","47,043",92.0,71.0
2018,Detroit Tigers,"1,856,970","23,212",64.0,98.0
2018,Colorado Rockies,"3,015,880","37,233",91.0,72.0
2018,Kansas City Royals,"1,665,107","20,557",58.0,104.0
2018,Houston Astros,"2,980,549","36,797",103.0,59.0
2018,Atlanta Braves,"2,555,781","31,553",90.0,72.0
2018,Arizona Diamondbacks,"2,242,695","27,688",82.0,80.0
2018,Boston Red Sox,"2,895,575","35,748",108.0,54.0
2018,Baltimore Orioles,"1,564,192","20,054",47.0,115.0
2018,Chicago Cubs,"3,181,089","38,794",95.0,68.0
2018,Chicago White Sox,"1,608,817","20,110",62.0,100.0
2018,Cleveland Indians,"1,926,701","24,084",91.0,71.0
2018,Cincinnati Reds,"1,629,356","20,116",67.0,95.0
2019,Colorado Rockies,"2,993,244","36,954",71.0,91.0
2019,Detroit Tigers,"1,501,430","18,768",47.0,114.0
2019,Houston Astros,"2,857,367","35,276",107.0,55.0
2019,Kansas City Royals,"1,479,659","18,496",59.0,103.0
2019,Los Angeles Dodgers,"3,974,309","49,066",106.0,56.0
2019,Milwaukee Brewers,"2,923,333","36,091",89.0,73.0
2019,Minnesota Twins,"2,303,299","28,436",101.0,61.0
2019,New York Mets,"2,442,532","30,532",86.0,76.0
2019,New York Yankees,"3,304,404","41,828",103.0,59.0
2019,Oakland Athletics,"1,670,734","20,626",97.0,65.0
2019,Miami Marlins,"811,302","10,016",57.0,105.0
2019,Los Angeles Angels,"3,023,012","37,321",72.0,90.0
2019,Texas Rangers,"2,132,994","26,333",78.0,84.0
2019,Tampa Bay Rays,"1,178,735","14,734",96.0,66.0
2019,Toronto Blue Jays,"1,750,144","21,607",67.0,95.0
2019,Washington Nationals,"2,259,781","27,899",93.0,69.0
2019,San Diego Padres,"2,396,399","29,585",70.0,92.0
2019,San Francisco Giants,"2,707,760","33,429",77.0,85.0
2019,Philadelphia Phillies,"2,727,421","33,672",81.0,81.0
2019,Pittsburgh Pirates,"1,491,439","18,413",69.0,93.0
2019,Seattle Mariners,"1,791,109","22,112",68.0,94.0
2019,St. Louis Cardinals,"3,480,393","42,968",91.0,71.0
2019,Cincinnati Reds,"1,809,075","22,334",75.0,87.0
2019,Cleveland Indians,"1,738,642","22,008",93.0,69.0
2019,Arizona Diamondbacks,"2,135,510","26,364",85.0,77.0
2019,Atlanta Braves,"2,654,920","32,777",97.0,65.0
2019,Baltimore Orioles,"1,307,807","16,348",54.0,108.0
2019,Boston Red Sox,"2,915,502","35,994",84.0,78.0
